customer_id,age,annual_income,credit_score,employment_type,loan_amount,loan_tenure_months,existing_loans,recency_days,frequency,monetary,default
CUST00927,32,55343,477,Self-Employed,268171,12,2,114,22,46539,1
CUST00928,55,39351,714,Salaried,222886,48,1,265,15,52802,1
CUST00929,32,70511,659,Self-Employed,319296,48,2,229,14,5000,1
CUST00930,64,46707,685,Salaried,86273,48,0,284,9,40762,1
CUST00931,49,33882,528,Salaried,176261,60,1,279,17,6952,1
CUST00932,66,60454,623,Freelance,192281,60,0,287,16,32819,1
CUST00933,51,78961,740,Salaried,340028,12,1,326,4,50889,1
CUST00934,53,50976,789,Self-Employed,203712,24,0,303,10,24428,0
CUST00935,30,40695,735,Business,196677,24,2,175,10,52609,1
CUST00936,65,70230,690,Salaried,132102,24,2,302,2,39537,1
CUST00937,30,60253,772,Salaried,158344,24,1,181,13,36570,0
CUST00938,45,75272,779,Business,163381,60,1,205,14,52732,0
CUST00939,58,45173,557,Freelance,162840,12,2,357,20,26668,1
CUST00940,38,75423,673,Salaried,69866,12,1,205,19,85534,0
CUST00941,27,49026,672,Freelance,178036,60,3,292,9,41588,1
CUST00942,53,77275,670,Salaried,154843,12,0,143,4,38951,1
CUST00943,64,63476,663,Business,317853,12,1,76,29,54458,1
CUST00944,34,55905,646,Salaried,217661,36,1,216,22,87442,1
CUST00945,66,60119,607,Self-Employed,138153,12,3,1,21,12558,1
CUST00946,41,37722,763,Self-Employed,356550,48,0,12,3,49158,1
CUST00947,25,31685,661,Business,241700,60,0,224,17,32785,1
CUST00948,34,91963,683,Business,109899,48,1,333,1,59837,1
CUST00949,60,57430,664,Salaried,372779,36,1,336,6,26040,1
CUST00950,34,75613,604,Salaried,204059,12,1,80,14,25539,1
CUST00951,56,57964,760,Salaried,213532,24,2,49,9,52362,1
CUST00952,27,50512,725,Self-Employed,252735,60,0,137,14,41511,1
CUST00953,38,73257,739,Business,392698,60,0,55,22,68310,1
CUST00954,57,80363,636,Self-Employed,165503,60,0,254,10,60805,1
CUST00955,26,37106,648,Salaried,227238,60,3,163,29,16407,1
CUST00956,48,58888,652,Salaried,194947,48,1,227,6,29458,1
CUST00957,67,46659,633,Business,156343,12,1,242,19,33410,1
CUST00958,39,63157,741,Salaried,131356,60,0,105,6,66725,0
CUST00959,62,76694,804,Salaried,362174,48,2,131,18,13789,1
CUST00960,43,31726,718,Salaried,132442,60,0,66,7,52065,0
CUST00961,26,50332,687,Self-Employed,70112,60,1,140,3,24760,1
CUST00962,40,73104,560,Salaried,143763,36,0,38,13,19506,1
CUST00963,55,83130,772,Salaried,295394,48,0,40,11,64292,1
CUST00964,25,52491,767,Salaried,232912,12,3,240,6,65662,1
CUST00965,36,51034,566,Freelance,305589,36,0,177,7,52840,1
CUST00966,25,88281,637,Self-Employed,175306,60,1,172,9,26933,1
CUST00967,28,73650,645,Business,137392,24,0,356,17,19797,1
CUST00968,44,68770,614,Freelance,215450,48,1,189,24,30005,1
CUST00969,51,76366,692,Salaried,144763,48,0,96,11,41735,0
CUST00970,29,60780,683,Salaried,120414,12,0,118,6,64490,0
CUST00971,23,52034,743,Salaried,149858,36,0,272,18,61285,0
CUST00972,35,33646,771,Self-Employed,204514,36,0,158,23,24847,0
CUST00973,41,109042,655,Salaried,156960,24,1,237,17,30729,1
CUST00974,60,30650,809,Business,298383,12,2,18,4,49305,1
CUST00975,26,29317,600,Self-Employed,147259,60,2,346,8,31166,1
CUST00976,38,73307,634,Salaried,295407,12,3,313,27,26170,1
CUST00977,58,47732,639,Salaried,231659,24,1,240,7,37093,1
CUST00978,33,67241,704,Self-Employed,100769,24,1,114,12,53701,1
CUST00979,41,24711,586,Freelance,94921,24,1,348,26,53865,1
CUST00980,30,49063,850,Salaried,281063,48,0,154,26,19185,0
CUST00981,56,46912,574,Self-Employed,123532,24,0,236,28,62600,1
CUST00982,37,71124,649,Salaried,301981,36,3,321,20,39742,1
CUST00983,62,70027,709,Freelance,106225,36,0,349,13,54581,0
CUST00984,48,70519,687,Salaried,114197,24,0,364,11,32170,0
CUST00985,25,76048,780,Business,155503,12,1,347,2,25391,0
CUST00986,47,47691,649,Business,199837,48,2,76,7,22260,1
CUST00987,50,60090,619,Self-Employed,118856,48,0,348,4,35488,1
CUST00988,24,44093,767,Self-Employed,192716,36,2,271,9,48875,1
CUST00989,55,38560,661,Salaried,105357,36,0,268,19,41734,1
CUST00990,63,54789,850,Salaried,82080,36,1,77,18,67756,0
CUST00991,65,64970,761,Salaried,281038,36,0,175,25,56526,1
CUST00992,52,54192,655,Self-Employed,188734,48,1,176,18,53755,1
CUST00993,44,25194,778,Freelance,122188,60,2,317,21,76973,1
CUST00994,47,46132,484,Salaried,147729,60,0,211,5,5000,1
CUST00995,63,47247,548,Freelance,198737,48,0,204,25,55724,1
CUST00996,44,86407,688,Salaried,191351,36,2,251,15,39102,1
CUST00997,65,57197,590,Salaried,224691,24,0,51,1,5000,1
CUST00998,29,52962,726,Freelance,226820,48,1,108,12,11974,1
CUST00999,46,78549,556,Self-Employed,193696,60,0,42,9,24462,1
CUST01000,53,51419,582,Salaried,42096,12,0,129,5,59542,1
CUST01001,32,82816,709,Business,165599,48,1,352,5,39129,1
CUST01002,37,57692,704,Self-Employed,199748,48,0,341,8,21631,1
CUST01003,53,40092,694,Salaried,248046,12,2,105,14,15152,1
CUST01004,47,100525,604,Freelance,163632,48,0,48,3,80582,1
CUST01005,44,75863,526,Salaried,40186,36,2,193,28,6319,1
CUST01006,58,58245,655,Salaried,360354,24,0,260,8,50348,1
CUST01007,44,41816,695,Salaried,228002,12,1,169,6,38365,1
CUST01008,53,36252,747,Salaried,208518,12,0,269,23,21283,0
CUST01009,52,43247,694,Self-Employed,174733,12,1,198,5,66758,1
CUST01010,26,61732,681,Self-Employed,254410,48,2,208,13,64560,1
CUST01011,27,19919,726,Freelance,259053,36,1,214,3,36961,1
CUST01012,50,58474,695,Salaried,163814,24,1,293,11,65775,1
CUST01013,58,50523,787,Salaried,219634,48,0,265,5,41821,0
CUST01014,37,54251,720,Salaried,246754,12,1,192,20,13506,1
CUST01015,38,56726,602,Self-Employed,92678,60,2,119,2,106858,1
CUST01016,67,84664,604,Business,223705,48,3,14,20,37325,1
CUST01017,43,46824,740,Self-Employed,182493,36,2,132,13,46602,1
CUST01018,24,31955,608,Salaried,87384,48,2,314,16,72312,1
CUST01019,43,31845,733,Business,234411,24,0,190,5,41896,0
CUST01020,51,61662,684,Business,180133,48,1,345,16,43187,1
CUST01021,26,67282,743,Freelance,20000,24,0,57,20,64160,0
CUST01022,43,33959,631,Self-Employed,169744,48,2,89,12,78608,1
CUST01023,67,28452,700,Freelance,81307,48,1,74,13,61246,0
CUST01024,29,48718,718,Salaried,263425,12,0,336,17,45428,1
CUST01025,42,61392,691,Self-Employed,122597,12,1,85,23,21472,1
CUST01026,42,87373,540,Salaried,199904,12,1,49,10,58296,1
CUST01027,42,31346,634,Salaried,215606,48,1,297,12,46922,1
CUST01028,36,59315,695,Freelance,20000,24,0,140,28,56747,0
CUST01029,24,63623,714,Salaried,329272,60,1,6,27,40442,1
CUST01030,30,46568,724,Salaried,203790,36,1,79,11,49344,1
CUST01031,29,75234,629,Freelance,124531,12,0,32,6,91239,1
CUST01032,44,60912,522,Salaried,185374,48,0,298,6,30847,1
CUST01033,60,50717,607,Salaried,271027,60,0,301,11,51317,1
CUST01034,35,76752,651,Self-Employed,216454,24,0,75,7,36672,1
CUST01035,35,55192,708,Business,199272,48,0,290,12,64058,1
CUST01036,46,40411,766,Self-Employed,119098,60,1,277,29,41387,0
CUST01037,36,70728,815,Freelance,294553,60,0,61,20,55741,0
CUST01038,38,54892,800,Salaried,176647,24,1,23,6,53716,0
CUST01039,28,35065,680,Business,150720,12,0,139,12,59287,1
CUST01040,50,66943,707,Salaried,209151,12,0,167,17,84628,1
CUST01041,60,62548,771,Salaried,278962,60,1,158,8,50541,1
CUST01042,26,50973,816,Salaried,20000,60,0,321,13,59186,0
CUST01043,61,51269,756,Salaried,179932,36,0,276,19,44008,0
CUST01044,64,82621,729,Salaried,157605,12,0,336,5,56268,0
CUST01045,25,41773,715,Self-Employed,102385,36,0,50,21,45687,0
CUST01046,41,36669,748,Salaried,163177,60,0,241,13,5000,0
CUST01047,33,15000,631,Salaried,183144,24,2,355,12,48064,1
CUST01048,52,61408,646,Salaried,304230,36,1,99,8,55826,1
CUST01049,58,57467,703,Business,143591,24,1,136,18,50872,1
CUST01050,38,51913,777,Salaried,20000,60,1,1,4,56774,0
CUST01051,24,38403,692,Self-Employed,309874,12,2,312,13,87237,1
CUST01052,32,84265,493,Freelance,237833,24,1,342,14,30899,1
CUST01053,30,93028,679,Self-Employed,316103,60,1,20,21,28664,1
CUST01054,67,48072,682,Salaried,111613,12,2,6,2,8768,1
CUST01055,62,36940,773,Salaried,224762,24,0,18,27,49619,0
CUST01056,24,54552,708,Business,159059,12,0,235,24,22884,0
CUST01057,65,38450,624,Freelance,133692,36,2,328,24,60178,1
CUST01058,53,68491,711,Self-Employed,183413,60,1,138,8,28468,1
CUST01059,27,67125,656,Self-Employed,137627,48,2,182,24,61881,1
CUST01060,28,42181,640,Business,158969,36,1,194,3,33875,1
CUST01061,30,74473,667,Salaried,131672,12,0,93,8,41521,1
CUST01062,54,32975,823,Business,222768,48,0,199,20,22636,0
CUST01063,61,46418,613,Salaried,210607,12,0,323,26,27698,1
CUST01064,41,48647,850,Freelance,133695,48,2,109,19,23028,0
CUST01065,61,81843,822,Freelance,94920,36,0,110,7,20520,0
CUST01066,46,68754,673,Salaried,226529,36,1,76,12,25044,1
CUST01067,65,47608,620,Salaried,314807,36,2,320,2,78017,1
CUST01068,59,39429,708,Salaried,24736,60,1,83,14,53935,0
CUST01069,43,55238,681,Business,224507,24,0,296,28,45101,1
CUST01070,55,56261,831,Salaried,133663,12,1,277,29,39746,0
CUST01071,51,15000,672,Salaried,159829,36,0,113,28,50565,1
CUST01072,32,66618,773,Salaried,225586,12,2,155,28,19171,1
CUST01073,41,58761,727,Business,228900,60,0,216,24,57707,1
CUST01074,47,83843,524,Salaried,249391,36,1,355,21,41990,1
CUST01075,43,48001,725,Self-Employed,144842,36,2,85,23,37141,1
CUST01076,49,68947,670,Salaried,155085,24,0,216,20,46312,1
CUST01077,42,81526,568,Self-Employed,298558,48,1,90,17,25764,1
CUST01078,45,47375,685,Business,147964,60,3,48,20,37368,1
CUST01079,25,56124,711,Salaried,270391,36,0,243,27,46194,1
CUST01080,48,51961,751,Business,160321,60,0,332,9,81819,0
CUST01081,63,28341,685,Self-Employed,292373,48,1,38,8,26529,1
CUST01082,44,39615,686,Self-Employed,194545,48,0,313,22,60806,1
CUST01083,60,71149,718,Salaried,141492,48,0,24,25,34017,0
CUST01084,51,82591,671,Salaried,378286,48,1,161,22,55134,1
CUST01085,48,47506,659,Salaried,219875,24,0,60,15,22279,1
CUST01086,52,69582,653,Business,344710,36,1,255,25,76030,1
CUST01087,43,60733,824,Salaried,260003,48,0,35,12,80490,0
CUST01088,31,53897,647,Salaried,247464,60,0,142,26,40131,1
CUST01089,49,50007,734,Self-Employed,209881,24,2,211,24,59092,1
CUST01090,24,38794,703,Self-Employed,164528,48,0,27,4,42527,0
CUST01091,61,36490,594,Salaried,162060,60,3,61,17,18267,1
CUST01092,45,27989,710,Salaried,225296,48,2,142,1,68277,1
CUST01093,33,21084,733,Self-Employed,146114,48,2,67,29,77520,1
CUST01094,57,95042,604,Salaried,209734,24,2,273,27,31097,1
CUST01095,40,62806,542,Salaried,72240,48,1,125,18,56080,1
CUST01096,53,66203,572,Salaried,308021,24,1,40,6,39152,1
CUST01097,54,77752,736,Business,135659,48,1,93,7,39628,0
CUST01098,37,25852,708,Business,244877,36,2,289,23,59059,1
CUST01099,66,37609,755,Business,146934,24,0,209,19,21805,1
CUST01100,64,31444,778,Self-Employed,106093,36,1,333,2,62375,0
CUST01101,58,54195,715,Self-Employed,251771,24,0,5,15,13860,1
CUST01102,52,57295,743,Salaried,167960,36,3,223,23,36084,1
CUST01103,37,19765,686,Business,194521,36,1,183,25,56262,1
CUST01104,37,53451,616,Salaried,268746,36,0,293,20,52500,1
CUST01105,33,76222,850,Self-Employed,224151,60,2,233,3,63211,1
CUST01106,31,48160,708,Freelance,328169,60,1,131,19,7040,1
CUST01107,57,57379,787,Salaried,208308,12,2,45,14,10201,1
CUST01108,38,44536,681,Salaried,157142,24,2,31,27,16198,1
CUST01109,54,51257,774,Freelance,198117,36,3,21,29,21604,1
CUST01110,34,55330,644,Self-Employed,83262,60,1,244,4,53443,1
CUST01111,36,73214,699,Salaried,20000,60,0,68,3,36518,0
CUST01112,33,43397,696,Business,111431,36,0,17,5,22648,0
CUST01113,51,64754,735,Salaried,233289,60,1,94,5,66554,1
CUST01114,57,51573,703,Self-Employed,127087,12,0,336,22,79497,0
CUST01115,40,43717,655,Salaried,105627,24,1,85,29,70202,1
CUST01116,38,41666,577,Salaried,178597,36,1,112,14,5000,1
CUST01117,67,93537,597,Business,132827,24,0,95,15,28281,1
CUST01118,43,41606,677,Self-Employed,20000,60,2,226,12,101872,1
CUST01119,47,70214,593,Self-Employed,303916,24,1,175,9,50458,1
CUST01120,56,47117,781,Salaried,249976,12,0,278,8,53472,0
CUST01121,32,41890,612,Salaried,287770,36,1,59,27,36116,1
CUST01122,49,36884,748,Freelance,118504,24,2,124,11,45212,1
CUST01123,39,68890,699,Salaried,128065,36,0,50,6,52425,0
CUST01124,29,47051,735,Salaried,235118,36,2,103,24,67546,1
CUST01125,44,35583,729,Salaried,210094,36,0,196,21,5000,1
CUST01126,60,59406,784,Self-Employed,230804,48,2,17,28,31662,1
CUST01127,49,40001,742,Self-Employed,277577,24,0,136,9,21861,1
CUST01128,25,81641,676,Business,282132,48,1,34,20,36377,1
CUST01129,35,60206,743,Self-Employed,292747,60,0,298,17,33072,0
CUST01130,31,36190,683,Freelance,179017,24,2,260,13,31195,1
CUST01131,47,24668,809,Salaried,193182,60,0,116,1,58674,0
CUST01132,36,44406,561,Self-Employed,122691,48,1,279,26,49753,1
CUST01133,35,56288,550,Salaried,20000,12,0,11,9,57955,1
CUST01134,63,56782,706,Self-Employed,105593,36,3,275,5,42259,1
CUST01135,30,82737,628,Freelance,213921,24,1,116,16,41821,1
CUST01136,62,56052,796,Business,244827,48,0,7,8,21699,0
CUST01137,60,43887,605,Salaried,183452,48,1,332,6,41766,1
CUST01138,42,75245,527,Self-Employed,225244,48,1,353,9,73187,1
CUST01139,52,31858,653,Salaried,286047,12,2,286,3,86188,1
CUST01140,61,38331,768,Salaried,247319,12,1,29,1,5000,1
CUST01141,42,34833,527,Salaried,35601,24,1,336,24,49554,1
CUST01142,62,74131,620,Business,203190,24,2,134,22,60171,1
CUST01143,38,43515,667,Salaried,131984,24,1,290,25,42827,1
CUST01144,54,74584,698,Salaried,272550,24,0,308,20,63835,1
CUST01145,47,41940,765,Salaried,201818,36,1,236,11,9670,0
CUST01146,25,61431,687,Salaried,102074,24,3,57,19,38300,1
CUST01147,43,38086,766,Freelance,120420,12,1,121,15,72697,0
CUST01148,27,60653,719,Business,146921,24,0,330,11,48630,0
CUST01149,55,54314,735,Salaried,203007,48,0,197,8,34920,1
CUST01150,30,54147,680,Self-Employed,154787,60,2,156,22,73639,1
CUST01151,51,34829,674,Salaried,197500,24,0,52,9,37488,1
CUST01152,35,58144,641,Salaried,86731,36,0,249,8,62497,1
CUST01153,61,62391,713,Salaried,144967,60,2,344,9,75404,1
CUST01154,65,80398,676,Salaried,262603,36,1,252,25,49212,1
CUST01155,60,77452,735,Salaried,237132,48,0,120,16,48100,1
CUST01156,51,55544,654,Salaried,237174,48,1,109,9,41166,1
CUST01157,55,61205,652,Freelance,290174,60,3,269,1,65771,1
CUST01158,34,54910,771,Salaried,284778,12,0,218,12,47087,1
CUST01159,62,65670,678,Freelance,203247,24,1,9,20,23055,1
CUST01160,33,80269,701,Self-Employed,51377,12,0,71,10,27267,0
CUST01161,23,60960,816,Business,131746,48,1,49,27,27361,0
CUST01162,43,85269,624,Salaried,231275,24,3,282,1,62327,1
CUST01163,49,34499,724,Salaried,246432,36,3,282,2,42814,1
CUST01164,63,68898,687,Freelance,150782,24,0,143,16,63796,1
CUST01165,50,46398,692,Salaried,164927,12,1,114,25,20030,1
CUST01166,55,76674,750,Salaried,129973,24,3,115,18,38922,1
CUST01167,23,89935,527,Freelance,128579,60,0,132,14,76033,1
CUST01168,34,42779,587,Freelance,229013,12,0,348,9,24069,1
CUST01169,47,58357,654,Salaried,162319,24,1,264,3,45967,1
CUST01170,28,68134,734,Business,378669,36,0,217,27,38084,1
CUST01171,57,56093,850,Self-Employed,183491,48,0,299,4,51174,0
CUST01172,32,44444,570,Salaried,105445,48,1,235,27,64109,1
CUST01173,67,28343,680,Self-Employed,171512,48,1,65,20,48010,1
CUST01174,47,65948,696,Salaried,136397,12,1,52,7,52693,1
CUST01175,41,68383,712,Business,170243,48,0,186,10,27148,1
CUST01176,44,68474,705,Self-Employed,184837,24,2,211,16,41876,1
CUST01177,39,57275,725,Salaried,20000,60,0,114,8,42254,0
CUST01178,60,55042,742,Freelance,201467,12,1,326,14,55698,1
CUST01179,51,64298,738,Salaried,163112,60,3,46,20,31735,1
CUST01180,54,15567,724,Salaried,195010,48,1,37,11,65173,1
CUST01181,28,58935,687,Salaried,235137,24,0,149,15,5000,1
CUST01182,38,41878,495,Salaried,293770,12,0,191,25,8184,1
CUST01183,35,71690,620,Salaried,207852,24,1,105,14,31802,1
CUST01184,36,95432,674,Self-Employed,247730,12,0,71,24,30382,1
CUST01185,23,42701,850,Business,206182,60,0,227,9,42309,0
CUST01186,52,60222,701,Business,100443,12,1,236,20,42949,1
CUST01187,39,32401,816,Salaried,61201,36,2,29,7,38513,0
CUST01188,56,90784,696,Salaried,153342,24,1,327,29,55988,1
CUST01189,55,63176,590,Self-Employed,320988,24,3,2,25,40392,1
CUST01190,22,69753,661,Business,199434,36,1,67,6,34985,1
CUST01191,41,37557,750,Salaried,150590,60,0,209,4,46836,0
CUST01192,64,24335,690,Salaried,129565,12,0,121,18,53231,1
CUST01193,50,24957,658,Self-Employed,365054,48,1,272,20,62523,1
CUST01194,27,33556,825,Business,134434,36,0,8,20,26401,0
CUST01195,42,57869,666,Salaried,85120,48,2,114,14,51633,1
CUST01196,41,27526,686,Salaried,107137,24,1,113,23,59619,1
CUST01197,62,68329,546,Freelance,126530,12,0,326,12,51347,1
CUST01198,23,35491,588,Freelance,87457,60,3,312,27,26127,1
CUST01199,67,30965,680,Business,164912,12,3,2,3,44397,1
CUST01200,37,78503,665,Self-Employed,164274,36,0,81,24,19087,1
CUST01201,37,49063,543,Salaried,174059,24,0,76,24,50716,1
CUST01202,39,39490,689,Self-Employed,20000,12,3,281,7,33595,1
CUST01203,31,56435,660,Salaried,104614,24,0,330,10,64999,0
CUST01204,47,49508,850,Business,73452,12,0,273,8,31929,0
CUST01205,55,49518,850,Self-Employed,125592,60,1,159,14,45106,0
CUST01206,24,78633,744,Salaried,201500,48,2,167,14,31836,1
CUST01207,60,27292,578,Self-Employed,64319,12,0,177,28,60876,1
CUST01208,22,40729,835,Salaried,131804,48,2,242,27,26264,0
CUST01209,50,62192,750,Salaried,259584,12,0,125,23,9676,0
CUST01210,22,40343,624,Salaried,155947,60,1,320,3,43651,1
CUST01211,30,32553,715,Business,133441,12,1,182,23,36997,1
CUST01212,28,30567,736,Salaried,291830,60,3,239,15,61550,1
CUST01213,50,49451,764,Salaried,20000,60,3,163,2,53021,1
CUST01214,50,47399,641,Business,20000,60,0,70,9,19951,1
CUST01215,54,57314,751,Salaried,290445,24,1,265,14,50127,1
CUST01216,39,57486,766,Salaried,119194,48,0,313,23,81458,0
CUST01217,43,49980,815,Salaried,174210,48,3,260,21,34462,1
CUST01218,55,34739,511,Self-Employed,78978,12,3,105,26,53670,1
CUST01219,29,50098,610,Salaried,118999,48,2,297,3,19760,1
CUST01220,26,59956,850,Salaried,286684,36,1,295,10,48614,0
CUST01221,27,79240,662,Business,178204,48,0,267,21,40995,1
CUST01222,59,42664,832,Salaried,193167,48,1,333,1,72285,0
CUST01223,52,44271,780,Salaried,87954,60,2,18,28,59587,0
CUST01224,51,32685,576,Freelance,195074,36,1,124,12,5000,1
CUST01225,55,64875,603,Business,156934,60,1,119,19,57383,1
CUST01226,27,72654,720,Salaried,144171,60,0,280,27,47481,0
CUST01227,46,43696,626,Business,41407,48,0,12,6,68092,0
CUST01228,22,60840,613,Freelance,204248,24,0,102,9,74663,1
CUST01229,61,32870,742,Freelance,71684,12,0,261,8,23948,1
CUST01230,38,47797,721,Business,183139,60,1,79,16,37507,1
CUST01231,38,15000,615,Salaried,289122,24,0,114,9,27138,1
CUST01232,34,40150,667,Self-Employed,233399,48,0,361,4,38719,1
CUST01233,44,64960,724,Business,203147,12,1,107,24,90540,1
CUST01234,25,60434,760,Self-Employed,154677,60,0,330,2,55181,0
CUST01235,42,69995,710,Freelance,122048,36,1,233,15,33068,1
CUST01236,26,69695,790,Self-Employed,135341,12,1,18,26,41801,0
CUST01237,28,50517,614,Self-Employed,322663,24,3,271,2,21877,1
CUST01238,59,79994,705,Self-Employed,164332,24,0,57,23,49698,1
CUST01239,36,36390,710,Self-Employed,196494,48,1,165,9,56626,1
CUST01240,28,32489,614,Salaried,30152,48,1,171,16,70539,1
CUST01241,29,67907,815,Business,248912,12,1,251,19,44971,1
CUST01242,28,50036,620,Salaried,121772,12,0,78,29,30233,1
CUST01243,59,58185,679,Salaried,139018,48,2,207,16,45596,1
CUST01244,55,56828,791,Self-Employed,80085,24,2,244,17,33709,0
CUST01245,33,40250,537,Salaried,62150,36,2,281,18,57551,1
CUST01246,46,62342,690,Salaried,83821,60,1,45,24,57255,1
CUST01247,37,32743,691,Self-Employed,236298,12,0,85,20,57887,1
CUST01248,67,34114,555,Self-Employed,215043,36,2,243,1,12234,1
CUST01249,65,58461,663,Salaried,86538,12,0,238,23,36206,0
CUST01250,37,59818,698,Freelance,142659,24,2,364,25,34136,1
CUST01251,37,22512,550,Salaried,185264,60,1,327,29,64545,1
CUST01252,23,62900,702,Business,275166,36,1,115,23,60672,1
CUST01253,29,45610,652,Salaried,69753,12,1,150,24,51422,1
CUST01254,55,16045,696,Salaried,133482,36,0,76,13,59700,1
CUST01255,51,50830,674,Salaried,242493,24,2,183,3,83508,1
CUST01256,48,45684,711,Freelance,363591,36,2,148,17,48209,1
CUST01257,49,22050,597,Self-Employed,218230,48,1,3,20,49122,1
CUST01258,36,39642,808,Salaried,250439,12,1,244,25,67255,1
CUST01259,25,26923,709,Salaried,355663,24,2,70,16,42564,1
CUST01260,49,36820,722,Salaried,179316,48,0,119,15,46612,1
CUST01261,38,86926,647,Business,228127,12,1,235,5,13720,1
CUST01262,62,53546,744,Salaried,327494,24,3,86,19,51620,1
CUST01263,34,40062,630,Freelance,194236,36,2,319,19,64385,1
CUST01264,38,17008,705,Salaried,168916,60,1,241,12,9307,1
CUST01265,29,76041,540,Self-Employed,336737,24,1,219,17,28648,1
CUST01266,59,64619,850,Self-Employed,87898,24,0,43,2,58009,0
CUST01267,29,27890,570,Business,165570,12,0,297,25,56551,1
CUST01268,35,67585,845,Business,287980,60,0,100,19,32143,0
CUST01269,33,15319,620,Self-Employed,148551,36,2,107,9,44242,1
CUST01270,40,62292,706,Salaried,142135,24,0,115,27,27914,0
CUST01271,31,50353,739,Salaried,71842,36,1,334,1,47888,1
CUST01272,66,37652,751,Self-Employed,247771,36,0,125,22,51458,1
CUST01273,31,49504,661,Freelance,367546,48,0,65,17,45966,1
CUST01274,24,38217,748,Salaried,183390,12,0,178,17,39271,1
CUST01275,55,59724,638,Self-Employed,434611,60,1,78,3,39385,1
CUST01276,26,71508,804,Salaried,312862,24,1,80,29,58955,1
CUST01277,24,61581,681,Business,168092,48,1,326,29,29308,1
CUST01278,52,56787,653,Freelance,184317,60,0,248,23,40292,1
CUST01279,46,64623,622,Salaried,161766,24,1,329,5,56590,1
CUST01280,27,96011,826,Self-Employed,159036,24,2,33,27,47567,0
CUST01281,24,59688,595,Business,103854,12,1,88,4,41546,1
CUST01282,30,77832,634,Business,60307,36,2,214,27,9026,1
CUST01283,24,51689,660,Business,232715,12,1,285,7,57755,1
CUST01284,46,86220,720,Salaried,81305,60,1,105,20,57230,0
CUST01285,46,16199,795,Freelance,308570,48,1,142,9,59759,1
CUST01286,60,59868,759,Freelance,171898,48,0,312,11,86079,0
CUST01287,32,68241,697,Salaried,203301,24,2,248,13,32959,1
CUST01288,47,32371,678,Salaried,252386,36,1,54,23,5000,1
CUST01289,29,53061,610,Self-Employed,78423,36,0,82,15,72811,1
CUST01290,45,100261,814,Self-Employed,288625,60,0,56,7,22925,0
CUST01291,41,73657,692,Business,297568,24,1,278,15,50177,1
CUST01292,24,49178,707,Salaried,92251,36,1,68,18,24019,1
CUST01293,31,47281,711,Self-Employed,101715,12,1,269,7,76956,1
CUST01294,59,40876,646,Salaried,204705,24,0,224,25,64671,1
CUST01295,65,46578,793,Self-Employed,108454,36,0,309,24,39576,0
CUST01296,43,67906,637,Salaried,176839,12,0,60,1,38609,1
CUST01297,30,42644,665,Salaried,173069,48,1,7,8,69057,1
CUST01298,53,40982,712,Salaried,105063,36,0,272,21,37371,0
CUST01299,49,67339,623,Salaried,138978,48,3,22,16,57364,1
CUST01300,24,40379,644,Self-Employed,216404,48,2,358,24,66195,1
CUST01301,43,49198,492,Freelance,155420,60,1,31,4,55485,1
CUST01302,46,36686,634,Freelance,49727,60,0,285,27,52624,1
CUST01303,25,44768,600,Salaried,216381,48,2,38,13,39114,1
CUST01304,44,52370,749,Salaried,194001,24,1,57,27,39390,1
CUST01305,51,48820,755,Freelance,150200,48,0,159,11,6717,0
CUST01306,63,42752,707,Salaried,117976,60,2,251,14,43317,1
CUST01307,57,54657,738,Salaried,23131,24,2,29,29,54847,0
CUST01308,47,57379,534,Salaried,175276,60,0,37,22,27916,1
CUST01309,52,43566,601,Salaried,215933,60,2,319,26,30757,1
CUST01310,30,35342,817,Salaried,225954,24,1,123,25,22330,0
CUST01311,44,47039,789,Salaried,182187,36,0,224,11,14738,0
CUST01312,28,84972,767,Salaried,120550,48,1,363,22,66554,0
CUST01313,27,65457,627,Self-Employed,303476,36,0,337,13,28765,1
CUST01314,45,26809,766,Salaried,159917,60,0,42,22,13195,0
CUST01315,54,37056,559,Salaried,143648,12,1,52,19,43645,1
CUST01316,65,46553,713,Salaried,213080,24,2,250,10,5000,1
CUST01317,67,60568,730,Self-Employed,219125,12,2,132,10,16206,1
CUST01318,53,47519,820,Business,246688,24,0,327,8,62356,0
CUST01319,64,52244,710,Salaried,176313,48,0,123,26,23481,1
CUST01320,26,84788,652,Self-Employed,165288,48,3,105,10,66356,1
CUST01321,38,58989,637,Business,131626,24,1,326,11,27175,1
CUST01322,24,51364,717,Self-Employed,135183,12,1,51,4,40493,1
CUST01323,27,84901,610,Self-Employed,160580,24,1,347,14,58540,1
CUST01324,44,44187,850,Business,97244,48,2,201,22,99557,0
CUST01325,51,63148,578,Salaried,289171,36,2,152,8,42560,1
CUST01326,46,45964,711,Salaried,94439,36,1,278,29,19725,1
CUST01327,42,69465,672,Self-Employed,115714,24,0,245,22,26098,0
CUST01328,42,70427,611,Salaried,106077,48,2,272,5,57503,1
CUST01329,40,30762,697,Freelance,237270,12,1,191,14,29373,1
CUST01330,23,44458,718,Self-Employed,162213,24,3,96,2,18203,1
CUST01331,36,45549,694,Self-Employed,161991,24,0,347,1,38078,1
CUST01332,46,47028,628,Salaried,209379,36,1,9,10,56178,1
CUST01333,27,36856,730,Self-Employed,73773,48,0,228,8,50794,0
CUST01334,63,58709,752,Salaried,89374,48,1,298,17,5000,1
