customer_id,age,annual_income,credit_score,employment_type,loan_amount,loan_tenure_months,existing_loans,recency_days,frequency,monetary,default,R,F,M,RFM_Score,segment,risk_score,risk_tier,estimated_clv
CUST01005,44,75863,526,Salaried,40186,36,2,193,28,6319,1,2,4,1,7,At Risk,70.0,High Risk,281395.0
CUST01006,58,58245,655,Salaried,360354,24,0,260,8,50348,1,2,1,3,6,At Risk,100.0,Critical Risk,495839.0
CUST01007,44,41816,695,Salaried,228002,12,1,169,6,38365,1,3,1,2,6,At Risk,100.0,Critical Risk,408853.0
CUST01008,53,36252,747,Salaried,208518,12,0,269,23,21283,0,2,4,1,7,At Risk,100.0,Critical Risk,584847.0
CUST01009,52,43247,694,Self-Employed,174733,12,1,198,5,66758,1,2,1,4,7,At Risk,100.0,Critical Risk,519545.0
CUST01010,26,61732,681,Self-Employed,254410,48,2,208,13,64560,1,2,2,4,8,Loyal,100.0,Critical Risk,1252913.0
CUST01011,27,19919,726,Freelance,259053,36,1,214,3,36961,1,2,1,2,5,Lost,100.0,Critical Risk,161566.0
CUST01012,50,58474,695,Salaried,163814,24,1,293,11,65775,1,1,2,4,7,At Risk,100.0,Critical Risk,801477.0
CUST01013,58,50523,787,Salaried,219634,48,0,265,5,41821,0,2,1,2,5,Lost,100.0,Critical Risk,253145.0
CUST01014,37,54251,720,Salaried,246754,12,1,192,20,13506,1,2,3,1,6,At Risk,100.0,Critical Risk,431483.0
CUST01015,38,56726,602,Self-Employed,92678,60,2,119,2,106858,1,3,1,4,8,Loyal,80.5,Critical Risk,501648.0
CUST01016,67,84664,604,Business,223705,48,3,14,20,37325,1,4,3,2,9,Loyal,100.0,Critical Risk,5395495.0
CUST01017,43,46824,740,Self-Employed,182493,36,2,132,13,46602,1,3,2,3,8,Loyal,100.0,Critical Risk,1312323.0
CUST01018,24,31955,608,Salaried,87384,48,2,314,16,72312,1,1,3,4,8,Loyal,100.0,Critical Risk,1204856.0
CUST01019,43,31845,733,Business,234411,24,0,190,5,41896,0,2,1,2,5,Lost,100.0,Critical Risk,337573.0
CUST01020,51,61662,684,Business,180133,48,1,345,16,43187,1,1,3,2,6,At Risk,100.0,Critical Risk,661106.0
CUST01021,26,67282,743,Freelance,20000,24,0,57,20,64160,0,4,3,4,11,Champions,18.4,Low Risk,5009283.0
CUST01022,43,33959,631,Self-Employed,169744,48,2,89,12,78608,1,4,2,4,10,Champions,100.0,Critical Risk,2743451.0
CUST01023,67,28452,700,Freelance,81307,48,1,74,13,61246,0,4,2,4,10,Champions,84.1,Critical Risk,2629975.0
CUST01024,29,48718,718,Salaried,263425,12,0,336,17,45428,1,1,3,3,7,At Risk,100.0,Critical Risk,756727.0
CUST01025,42,61392,691,Self-Employed,122597,12,1,85,23,21472,1,4,4,1,9,Loyal,68.5,High Risk,1483600.0
CUST01026,42,87373,540,Salaried,199904,12,1,49,10,58296,1,4,2,3,9,Loyal,82.3,Critical Risk,2488660.0
CUST01027,42,31346,634,Salaried,215606,48,1,297,12,46922,1,1,2,3,6,At Risk,100.0,Critical Risk,616247.0
CUST01028,36,59315,695,Freelance,20000,24,0,140,28,56747,0,3,4,3,10,Champions,29.5,Medium Risk,3285860.0
CUST01029,24,63623,714,Salaried,329272,60,1,6,27,40442,1,4,4,2,10,Champions,100.0,Critical Risk,9377786.0
CUST01030,30,46568,724,Salaried,203790,36,1,79,11,49344,1,4,2,3,9,Loyal,100.0,Critical Risk,1715291.0
CUST01031,29,75234,629,Freelance,124531,12,0,32,6,91239,1,4,1,4,9,Loyal,51.8,High Risk,2916984.0
CUST01032,44,60912,522,Salaried,185374,48,0,298,6,30847,1,1,1,1,3,Lost,100.0,Critical Risk,201958.0
CUST01033,60,50717,607,Salaried,271027,60,0,301,11,51317,1,1,2,3,6,At Risk,100.0,Critical Risk,610482.0
CUST01034,35,76752,651,Self-Employed,216454,24,0,75,7,36672,1,4,1,2,7,At Risk,77.0,Critical Risk,840331.0
CUST01035,35,55192,708,Business,199272,48,0,290,12,64058,1,1,2,4,7,At Risk,100.0,Critical Risk,859339.0
CUST01036,46,40411,766,Self-Employed,119098,60,1,277,29,41387,0,1,4,2,7,At Risk,97.8,Critical Risk,1397389.0
CUST01037,36,70728,815,Freelance,294553,60,0,61,20,55741,0,4,3,3,10,Champions,90.9,Critical Risk,4173429.0
CUST01038,38,54892,800,Salaried,176647,24,1,23,6,53716,0,4,1,3,8,Loyal,79.9,Critical Risk,1977110.0
CUST01039,28,35065,680,Business,150720,12,0,139,12,59287,1,3,2,4,9,Loyal,100.0,Critical Risk,1479641.0
CUST01040,50,66943,707,Salaried,209151,12,0,167,17,84628,1,3,3,4,10,Champions,86.6,Critical Risk,2580426.0
CUST01041,60,62548,771,Salaried,278962,60,1,158,8,50541,1,3,2,3,8,Loyal,100.0,Critical Risk,758765.0
CUST01042,26,50973,816,Salaried,20000,60,0,321,13,59186,0,1,2,4,7,At Risk,36.7,Medium Risk,785560.0
CUST01043,61,51269,756,Salaried,179932,36,0,276,19,44008,0,1,3,2,6,At Risk,99.7,Critical Risk,976626.0
CUST01044,64,82621,729,Salaried,157605,12,0,336,5,56268,0,1,1,3,5,Lost,74.6,High Risk,275675.0
CUST01045,25,41773,715,Self-Employed,102385,36,0,50,21,45687,0,4,3,3,10,Champions,62.9,High Risk,4048449.0
CUST01046,41,36669,748,Salaried,163177,60,0,241,13,5000,0,2,2,1,5,Lost,100.0,Critical Risk,85495.0
CUST01047,33,15000,631,Salaried,183144,24,2,355,12,48064,1,1,2,3,6,At Risk,100.0,Critical Risk,537728.0
CUST01048,52,61408,646,Salaried,304230,36,1,99,8,55826,1,3,2,3,8,Loyal,100.0,Critical Risk,1203040.0
CUST01049,58,57467,703,Business,143591,24,1,136,18,50872,1,3,3,3,9,Loyal,81.8,Critical Risk,1937560.0
CUST01050,38,51913,777,Salaried,20000,60,1,1,4,56774,0,4,1,3,8,Loyal,23.1,Low Risk,2210401.0
CUST01051,24,38403,692,Self-Employed,309874,12,2,312,13,87237,1,1,2,4,7,At Risk,100.0,Critical Risk,1187775.0
CUST01052,32,84265,493,Freelance,237833,24,1,342,14,30899,1,1,2,1,4,Lost,100.0,Critical Risk,417157.0
CUST01053,30,93028,679,Self-Employed,316103,60,1,20,21,28664,1,4,3,1,8,Loyal,92.0,Critical Risk,3888665.0
CUST01054,67,48072,682,Salaried,111613,12,2,6,2,8768,1,4,1,1,6,At Risk,79.1,Critical Risk,150603.0
CUST01055,62,36940,773,Salaried,224762,24,0,18,27,49619,0,4,4,3,11,Champions,100.0,Critical Risk,8972390.0
CUST01056,24,54552,708,Business,159059,12,0,235,24,22884,0,2,4,1,7,At Risk,88.0,Critical Risk,738357.0
CUST01057,65,38450,624,Freelance,133692,36,2,328,24,60178,1,1,4,4,9,Loyal,100.0,Critical Risk,1446253.0
CUST01058,53,68491,711,Self-Employed,183413,60,1,138,8,28468,1,3,2,1,6,At Risk,85.0,Critical Risk,476370.0
CUST01059,27,67125,656,Self-Employed,137627,48,2,182,24,61881,1,2,4,4,10,Champions,90.1,Critical Risk,2480904.0
CUST01060,28,42181,640,Business,158969,36,1,194,3,33875,1,2,1,2,5,Lost,100.0,Critical Risk,160925.0
CUST01061,30,74473,667,Salaried,131672,12,0,93,8,41521,1,3,2,2,7,At Risk,56.3,High Risk,936226.0
CUST01062,54,32975,823,Business,222768,48,0,199,20,22636,0,2,3,1,6,At Risk,100.0,Critical Risk,701668.0
CUST01063,61,46418,613,Salaried,210607,12,0,323,26,27698,1,1,4,1,6,At Risk,100.0,Critical Risk,731166.0
CUST01064,41,48647,850,Freelance,133695,48,2,109,19,23028,0,3,3,1,7,At Risk,83.9,Critical Risk,1097589.0
CUST01065,61,81843,822,Freelance,94920,36,0,110,7,20520,0,3,1,1,5,Lost,34.3,Medium Risk,357874.0
CUST01066,46,68754,673,Salaried,226529,36,1,76,12,25044,1,4,2,1,7,At Risk,95.0,Critical Risk,975046.0
CUST01067,65,47608,620,Salaried,314807,36,2,320,2,78017,1,1,1,4,6,At Risk,100.0,Critical Risk,159754.0
CUST01068,59,39429,708,Salaried,24736,60,1,83,14,53935,0,4,2,3,9,Loyal,39.7,Medium Risk,2306342.0
CUST01069,43,55238,681,Business,224507,24,0,296,28,45101,1,1,4,2,7,At Risk,100.0,Critical Risk,1386262.0
CUST01070,55,56261,831,Salaried,133663,12,1,277,29,39746,0,1,4,2,7,At Risk,81.7,Critical Risk,1341982.0
CUST01071,51,15000,672,Salaried,159829,36,0,113,28,50565,1,3,4,3,10,Champions,100.0,Critical Risk,3456684.0
CUST01072,32,66618,773,Salaried,225586,12,2,155,28,19171,1,3,4,1,8,Loyal,100.0,Critical Risk,1023121.0
CUST01073,41,58761,727,Business,228900,60,0,216,24,57707,1,2,4,3,9,Loyal,100.0,Critical Risk,2002033.0
CUST01074,47,83843,524,Salaried,249391,36,1,355,21,41990,1,1,3,2,6,At Risk,100.0,Critical Risk,822103.0
CUST01075,43,48001,725,Self-Employed,144842,36,2,85,23,37141,1,4,4,2,10,Champions,96.4,Critical Risk,2566244.0
CUST01076,49,68947,670,Salaried,155085,24,0,216,20,46312,1,2,3,3,8,Loyal,75.8,Critical Risk,1338921.0
CUST01077,42,81526,568,Self-Employed,298558,48,1,90,17,25764,1,4,3,1,8,Loyal,100.0,Critical Risk,1263760.0
CUST01078,45,47375,685,Business,147964,60,3,48,20,37368,1,4,3,2,9,Loyal,100.0,Critical Risk,3228241.0
CUST01079,25,56124,711,Salaried,270391,36,0,243,27,46194,1,2,4,3,9,Loyal,100.0,Critical Risk,1628772.0
CUST01080,48,51961,751,Business,160321,60,0,332,9,81819,0,1,2,4,7,At Risk,96.2,Critical Risk,729377.0
CUST01081,63,28341,685,Self-Employed,292373,48,1,38,8,26529,1,4,2,1,7,At Risk,100.0,Critical Risk,1039794.0
CUST01082,44,39615,686,Self-Employed,194545,48,0,313,22,60806,1,1,3,4,8,Loyal,100.0,Critical Risk,1397059.0
CUST01083,60,71149,718,Salaried,141492,48,0,24,25,34017,0,4,4,2,10,Champions,51.3,High Risk,5130663.0
CUST01084,51,82591,671,Salaried,378286,48,1,161,22,55134,1,3,3,3,9,Loyal,100.0,Critical Risk,2241651.0
CUST01085,48,47506,659,Salaried,219875,24,0,60,15,22279,1,4,2,1,7,At Risk,100.0,Critical Risk,1264016.0
CUST01086,52,69582,653,Business,344710,36,1,255,25,76030,1,2,4,4,10,Champions,100.0,Critical Risk,2380013.0
CUST01087,43,60733,824,Salaried,260003,48,0,35,12,80490,0,4,2,4,10,Champions,90.4,Critical Risk,4930716.0
CUST01088,31,53897,647,Salaried,247464,60,0,142,26,40131,1,3,4,2,9,Loyal,100.0,Critical Risk,2133575.0
CUST01089,49,50007,734,Self-Employed,209881,24,2,211,24,59092,1,2,4,4,10,Champions,100.0,Critical Risk,2091499.0
CUST01090,24,38794,703,Self-Employed,164528,48,0,27,4,42527,0,4,1,2,7,At Risk,97.7,Critical Risk,977786.0
CUST01091,61,36490,594,Salaried,162060,60,3,61,17,18267,1,4,3,1,8,Loyal,100.0,Critical Risk,1162531.0
CUST01092,45,27989,710,Salaried,225296,48,2,142,1,68277,1,3,1,4,8,Loyal,100.0,Critical Risk,139614.0
CUST01093,33,21084,733,Self-Employed,146114,48,2,67,29,77520,1,4,4,4,12,Champions,100.0,Critical Risk,7928012.0
CUST01094,57,95042,604,Salaried,209734,24,2,273,27,31097,1,1,4,2,7,At Risk,100.0,Critical Risk,990181.0
CUST01095,40,62806,542,Salaried,72240,48,1,125,18,56080,1,3,3,3,9,Loyal,65.7,High Risk,2281397.0
CUST01096,53,66203,572,Salaried,308021,24,1,40,6,39152,1,4,1,2,7,At Risk,100.0,Critical Risk,1120822.0
CUST01097,54,77752,736,Business,135659,48,1,93,7,39628,0,3,1,2,6,At Risk,60.8,High Risk,781850.0
CUST01098,37,25852,708,Business,244877,36,2,289,23,59059,1,1,4,4,9,Loyal,100.0,Critical Risk,1523196.0
CUST01099,66,37609,755,Business,146934,24,0,209,19,21805,1,2,3,1,6,At Risk,100.0,Critical Risk,615958.0
CUST01100,64,31444,778,Self-Employed,106093,36,1,333,2,62375,0,1,1,4,6,At Risk,100.0,Critical Risk,123231.0
CUST01101,58,54195,715,Self-Employed,251771,24,0,5,15,13860,1,4,2,1,7,At Risk,100.0,Critical Risk,1828518.0
CUST01102,52,57295,743,Salaried,167960,36,3,223,23,36084,1,2,4,2,8,Loyal,100.0,Critical Risk,1167342.0
CUST01103,37,19765,686,Business,194521,36,1,183,25,56262,1,2,4,3,9,Loyal,100.0,Critical Risk,2338910.0
CUST01104,37,53451,616,Salaried,268746,36,0,293,20,52500,1,1,3,3,7,At Risk,100.0,Critical Risk,1163126.0
CUST01105,33,76222,850,Self-Employed,224151,60,2,233,3,63211,1,2,1,4,7,At Risk,98.0,Critical Risk,256831.0
CUST01106,31,48160,708,Freelance,328169,60,1,131,19,7040,1,3,3,1,7,At Risk,100.0,Critical Risk,291477.0
CUST01107,57,57379,787,Salaried,208308,12,2,45,14,10201,1,4,2,1,7,At Risk,100.0,Critical Risk,639596.0
CUST01108,38,44536,681,Salaried,157142,24,2,31,27,16198,1,4,4,1,9,Loyal,100.0,Critical Risk,2364908.0
CUST01109,54,51257,774,Freelance,198117,36,3,21,29,21604,1,4,4,1,9,Loyal,100.0,Critical Risk,3977015.0
CUST01110,34,55330,644,Self-Employed,83262,60,1,244,4,53443,1,2,1,3,6,At Risk,75.1,Critical Risk,278170.0
CUST01111,36,73214,699,Salaried,20000,60,0,68,3,36518,0,4,1,2,7,At Risk,22.0,Low Risk,382653.0
CUST01112,33,43397,696,Business,111431,36,0,17,5,22648,0,4,1,1,6,At Risk,64.0,High Risk,772572.0
CUST01113,51,64754,735,Salaried,233289,60,1,94,5,66554,1,3,1,4,8,Loyal,98.1,Critical Risk,930736.0
CUST01114,57,51573,703,Self-Employed,127087,12,0,336,22,79497,0,1,3,4,8,Loyal,87.6,Critical Risk,1713721.0
CUST01115,40,43717,655,Salaried,105627,24,1,85,29,70202,1,4,4,4,12,Champions,79.5,Critical Risk,6115952.0
CUST01116,38,41666,577,Salaried,178597,36,1,112,14,5000,1,3,2,1,6,At Risk,100.0,Critical Risk,172054.0
CUST01117,67,93537,597,Business,132827,24,0,95,15,28281,1,3,2,1,6,At Risk,54.6,High Risk,1177479.0
CUST01118,43,41606,677,Self-Employed,20000,60,2,226,12,101872,1,2,2,4,8,Loyal,60.8,High Risk,1699807.0
CUST01119,47,70214,593,Self-Employed,303916,24,1,175,9,50458,1,3,2,3,8,Loyal,100.0,Critical Risk,783709.0
CUST01120,56,47117,781,Salaried,249976,12,0,278,8,53472,0,1,2,3,6,At Risk,100.0,Critical Risk,496465.0
CUST01121,32,41890,612,Salaried,287770,36,1,59,27,36116,1,4,4,2,10,Champions,100.0,Critical Risk,3726944.0
CUST01122,49,36884,748,Freelance,118504,24,2,124,11,45212,1,3,2,3,8,Loyal,100.0,Critical Risk,1131004.0
CUST01123,39,68890,699,Salaried,128065,36,0,50,6,52425,0,4,1,3,8,Loyal,52.3,High Risk,1327292.0
CUST01124,29,47051,735,Salaried,235118,36,2,103,24,67546,1,3,4,4,11,Champions,100.0,Critical Risk,4241598.0
CUST01125,44,35583,729,Salaried,210094,36,0,196,21,5000,1,2,3,1,6,At Risk,100.0,Critical Risk,164839.0
CUST01126,60,59406,784,Self-Employed,230804,48,2,17,28,31662,1,4,4,2,10,Champions,100.0,Critical Risk,6048330.0
CUST01127,49,40001,742,Self-Employed,277577,24,0,136,9,21861,1,3,2,1,6,At Risk,100.0,Critical Risk,416309.0
CUST01128,25,81641,676,Business,282132,48,1,34,20,36377,1,4,3,2,9,Loyal,94.6,Critical Risk,3766696.0
CUST01129,35,60206,743,Self-Employed,292747,60,0,298,17,33072,0,1,3,2,6,At Risk,100.0,Critical Risk,613488.0
CUST01130,31,36190,683,Freelance,179017,24,2,260,13,31195,1,2,2,2,6,At Risk,100.0,Critical Risk,499225.0
CUST01131,47,24668,809,Salaried,193182,60,0,116,1,58674,0,3,1,4,8,Loyal,100.0,Critical Risk,140433.0
CUST01132,36,44406,561,Self-Employed,122691,48,1,279,26,49753,1,1,4,3,8,Loyal,100.0,Critical Risk,1496532.0
CUST01133,35,56288,550,Salaried,20000,12,0,11,9,57955,1,4,2,3,9,Loyal,29.8,Medium Risk,4008046.0
CUST01134,63,56782,706,Self-Employed,105593,36,3,275,5,42259,1,1,1,2,4,Lost,100.0,Critical Risk,247585.0
CUST01135,30,82737,628,Freelance,213921,24,1,116,16,41821,1,3,3,2,8,Loyal,87.4,Critical Risk,1601539.0
CUST01136,62,56052,796,Business,244827,48,0,7,8,21699,0,4,2,1,7,At Risk,91.9,Critical Risk,1456577.0
CUST01137,60,43887,605,Salaried,183452,48,1,332,6,41766,1,1,1,2,4,Lost,100.0,Critical Risk,248216.0
CUST01138,42,75245,527,Self-Employed,225244,48,1,353,9,73187,1,1,2,4,7,At Risk,100.0,Critical Risk,617251.0
CUST01139,52,31858,653,Salaried,286047,12,2,286,3,86188,1,1,1,4,6,At Risk,100.0,Critical Risk,292638.0
CUST01140,61,38331,768,Salaried,247319,12,1,29,1,5000,1,4,1,1,6,At Risk,100.0,Critical Risk,27863.0
CUST01141,42,34833,527,Salaried,35601,24,1,336,24,49554,1,1,4,3,8,Loyal,81.5,Critical Risk,1165350.0
CUST01142,62,74131,620,Business,203190,24,2,134,22,60171,1,3,3,4,10,Champions,100.0,Critical Risk,2833860.0
CUST01143,38,43515,667,Salaried,131984,24,1,290,25,42827,1,1,4,2,7,At Risk,100.0,Critical Risk,1196926.0
CUST01144,54,74584,698,Salaried,272550,24,0,308,20,63835,1,1,3,4,8,Loyal,100.0,Critical Risk,1352672.0
CUST01145,47,41940,765,Salaried,201818,36,1,236,11,9670,0,2,2,1,5,Lost,100.0,Critical Risk,142477.0
CUST01146,25,61431,687,Salaried,102074,24,3,57,19,38300,1,4,3,2,9,Loyal,79.8,Critical Risk,2840754.0
CUST01147,43,38086,766,Freelance,120420,12,1,121,15,72697,0,3,2,4,9,Loyal,89.3,Critical Risk,2527086.0
CUST01148,27,60653,719,Business,146921,24,0,330,11,48630,0,1,2,3,6,At Risk,85.1,Critical Risk,532741.0
CUST01149,55,54314,735,Salaried,203007,48,0,197,8,34920,1,2,2,2,6,At Risk,99.3,Critical Risk,436687.0
CUST01150,30,54147,680,Self-Employed,154787,60,2,156,22,73639,1,3,3,4,10,Champions,100.0,Critical Risk,3071798.0
CUST01151,51,34829,674,Salaried,197500,24,0,52,9,37488,1,4,2,2,8,Loyal,100.0,Critical Risk,1391504.0
CUST01152,35,58144,641,Salaried,86731,36,0,249,8,62497,1,2,2,4,8,Loyal,65.5,High Risk,639199.0
CUST01153,61,62391,713,Salaried,144967,60,2,344,9,75404,1,1,2,4,7,At Risk,100.0,Critical Risk,650991.0
CUST01154,65,80398,676,Salaried,262603,36,1,252,25,49212,1,2,4,3,9,Loyal,100.0,Critical Risk,1556532.0
CUST01155,60,77452,735,Salaried,237132,48,0,120,16,48100,1,3,3,3,9,Loyal,79.5,Critical Risk,1794914.0
CUST01156,51,55544,654,Salaried,237174,48,1,109,9,41166,1,3,2,2,7,At Risk,100.0,Critical Risk,929418.0
CUST01157,55,61205,652,Freelance,290174,60,3,269,1,65771,1,2,1,4,7,At Risk,100.0,Critical Risk,78581.0
CUST01158,34,54910,771,Salaried,284778,12,0,218,12,47087,1,2,2,3,7,At Risk,100.0,Critical Risk,810377.0
CUST01159,62,65670,678,Freelance,203247,24,1,9,20,23055,1,4,3,1,8,Loyal,85.1,Critical Risk,3698934.0
CUST01160,33,80269,701,Self-Employed,51377,12,0,71,10,27267,0,4,2,1,7,At Risk,29.5,Medium Risk,925810.0
CUST01161,23,60960,816,Business,131746,48,1,49,27,27361,0,4,4,1,9,Loyal,59.7,High Risk,3153715.0
CUST01162,43,85269,624,Salaried,231275,24,3,282,1,62327,1,1,1,4,6,At Risk,100.0,Critical Risk,71427.0
CUST01163,49,34499,724,Salaried,246432,36,3,282,2,42814,1,1,1,2,4,Lost,100.0,Critical Risk,98129.0
CUST01164,63,68898,687,Freelance,150782,24,0,143,16,63796,1,3,3,4,10,Champions,67.4,High Risk,2075591.0
CUST01165,50,46398,692,Salaried,164927,12,1,114,25,20030,1,3,4,1,8,Loyal,100.0,Critical Risk,1214444.0
CUST01166,55,76674,750,Salaried,129973,24,3,115,18,38922,1,3,3,2,8,Loyal,80.6,Critical Risk,1687905.0
CUST01167,23,89935,527,Freelance,128579,60,0,132,14,76033,1,3,2,4,9,Loyal,62.9,High Risk,2305808.0
CUST01168,34,42779,587,Freelance,229013,12,0,348,9,24069,1,1,2,1,4,Lost,100.0,Critical Risk,205635.0
CUST01169,47,58357,654,Salaried,162319,24,1,264,3,45967,1,2,1,3,6,At Risk,100.0,Critical Risk,167500.0
CUST01170,28,68134,734,Business,378669,36,0,217,27,38084,1,2,4,2,8,Loyal,100.0,Critical Risk,1480544.0
CUST01171,57,56093,850,Self-Employed,183491,48,0,299,4,51174,0,1,1,3,5,Lost,90.0,Critical Risk,222695.0
CUST01172,32,44444,570,Salaried,105445,48,1,235,27,64109,1,2,4,4,10,Champions,97.1,Critical Risk,2327050.0
CUST01173,67,28343,680,Self-Employed,171512,48,1,65,20,48010,1,4,3,3,10,Champions,100.0,Critical Risk,3452936.0
CUST01174,47,65948,696,Salaried,136397,12,1,52,7,52693,1,4,1,3,8,Loyal,66.8,High Risk,1521250.0
CUST01175,41,68383,712,Business,170243,48,0,186,10,27148,1,2,2,1,5,Lost,75.1,Critical Risk,445349.0
CUST01176,44,68474,705,Self-Employed,184837,24,2,211,16,41876,1,2,3,2,7,At Risk,100.0,Critical Risk,988104.0
CUST01177,39,57275,725,Salaried,20000,60,0,114,8,42254,0,3,2,2,7,At Risk,25.4,Medium Risk,819812.0
CUST01178,60,55042,742,Freelance,201467,12,1,326,14,55698,1,1,2,3,6,At Risk,100.0,Critical Risk,785150.0
CUST01179,51,64298,738,Salaried,163112,60,3,46,20,31735,1,4,3,2,9,Loyal,92.7,Critical Risk,2808067.0
CUST01180,54,15567,724,Salaried,195010,48,1,37,11,65173,1,4,2,4,10,Champions,100.0,Critical Risk,3560131.0
CUST01181,28,58935,687,Salaried,235137,24,0,149,15,5000,1,3,2,1,6,At Risk,100.0,Critical Risk,147574.0
CUST01182,38,41878,495,Salaried,293770,12,0,191,25,8184,1,2,4,1,7,At Risk,100.0,Critical Risk,328259.0
CUST01183,35,71690,620,Salaried,207852,24,1,105,14,31802,1,3,2,2,7,At Risk,93.3,Critical Risk,1148468.0
CUST01184,36,95432,674,Self-Employed,247730,12,0,71,24,30382,1,4,4,1,9,Loyal,70.6,High Risk,2475780.0
CUST01185,23,42701,850,Business,206182,60,0,227,9,42309,0,2,2,2,6,At Risk,100.0,Critical Risk,527458.0
CUST01186,52,60222,701,Business,100443,12,1,236,20,42949,1,2,3,2,7,At Risk,73.6,High Risk,1150560.0
CUST01187,39,32401,816,Salaried,61201,36,2,29,7,38513,0,4,1,2,7,At Risk,62.6,High Risk,1502301.0
CUST01188,56,90784,696,Salaried,153342,24,1,327,29,55988,1,1,4,3,8,Loyal,81.9,Critical Risk,1630352.0
CUST01189,55,63176,590,Self-Employed,320988,24,3,2,25,40392,1,4,4,2,10,Champions,100.0,Critical Risk,9573429.0
CUST01190,22,69753,661,Business,199434,36,1,67,6,34985,1,4,1,2,7,At Risk,86.4,Critical Risk,740262.0
CUST01191,41,37557,750,Salaried,150590,60,0,209,4,46836,0,2,1,3,6,At Risk,100.0,Critical Risk,278536.0
CUST01192,64,24335,690,Salaried,129565,12,0,121,18,53231,1,3,3,3,9,Loyal,100.0,Critical Risk,2220493.0
CUST01193,50,24957,658,Self-Employed,365054,48,1,272,20,62523,1,2,3,4,9,Loyal,100.0,Critical Risk,1479475.0
CUST01194,27,33556,825,Business,134434,36,0,8,20,26401,0,4,3,1,8,Loyal,82.6,Critical Risk,4330951.0
CUST01195,42,57869,666,Salaried,85120,48,2,114,14,51633,1,3,2,3,8,Loyal,72.2,High Risk,1753120.0
CUST01196,41,27526,686,Salaried,107137,24,1,113,23,59619,1,3,4,4,11,Champions,100.0,Critical Risk,3347836.0
CUST01197,62,68329,546,Freelance,126530,12,0,326,12,51347,1,1,2,3,6,At Risk,85.9,Critical Risk,620413.0
CUST01198,23,35491,588,Freelance,87457,60,3,312,27,26127,1,1,4,1,6,At Risk,100.0,Critical Risk,738828.0
CUST01199,67,30965,680,Business,164912,12,3,2,3,44397,1,4,1,2,7,At Risk,100.0,Critical Risk,1262720.0
CUST01200,37,78503,665,Self-Employed,164274,36,0,81,24,19087,1,4,4,1,9,Loyal,62.0,High Risk,1422997.0
CUST01201,37,49063,543,Salaried,174059,24,0,76,24,50716,1,4,4,3,11,Champions,99.5,Critical Risk,3949086.0
CUST01202,39,39490,689,Self-Employed,20000,12,3,281,7,33595,1,1,1,2,4,Lost,74.9,High Risk,270347.0
CUST01203,31,56435,660,Salaried,104614,24,0,330,10,64999,0,1,2,4,7,At Risk,78.0,Critical Risk,647330.0
CUST01204,47,49508,850,Business,73452,12,0,273,8,31929,0,1,2,2,5,Lost,52.1,High Risk,301236.0
CUST01205,55,49518,850,Self-Employed,125592,60,1,159,14,45106,0,3,2,2,7,At Risk,73.8,High Risk,1178985.0
CUST01206,24,78633,744,Salaried,201500,48,2,167,14,31836,1,3,2,2,7,At Risk,92.7,Critical Risk,799420.0
CUST01207,60,27292,578,Self-Employed,64319,12,0,177,28,60876,1,3,4,4,11,Champions,81.5,Critical Risk,2914064.0
CUST01208,22,40729,835,Salaried,131804,48,2,242,27,26264,0,2,4,1,7,At Risk,100.0,Critical Risk,929378.0
CUST01209,50,62192,750,Salaried,259584,12,0,125,23,9676,0,3,4,1,8,Loyal,100.0,Critical Risk,502972.0
CUST01210,22,40343,624,Salaried,155947,60,1,320,3,43651,1,1,1,2,4,Lost,100.0,Critical Risk,134075.0
CUST01211,30,32553,715,Business,133441,12,1,182,23,36997,1,2,4,2,8,Loyal,100.0,Critical Risk,1421464.0
CUST01212,28,30567,736,Salaried,291830,60,3,239,15,61550,1,2,2,4,8,Loyal,100.0,Critical Risk,1223181.0
CUST01213,50,49451,764,Salaried,20000,60,3,163,2,53021,1,3,1,3,7,At Risk,57.7,High Risk,194012.0
CUST01214,50,47399,641,Business,20000,60,0,70,9,19951,1,4,2,1,7,At Risk,29.4,Medium Risk,615390.0
CUST01215,54,57314,751,Salaried,290445,24,1,265,14,50127,1,2,2,3,7,At Risk,100.0,Critical Risk,849582.0
CUST01216,39,57486,766,Salaried,119194,48,0,313,23,81458,0,1,4,4,9,Loyal,73.3,High Risk,1956623.0
CUST01217,43,49980,815,Salaried,174210,48,3,260,21,34462,1,2,3,2,7,At Risk,100.0,Critical Risk,890898.0
CUST01218,55,34739,511,Self-Employed,78978,12,3,105,26,53670,1,3,4,3,10,Champions,100.0,Critical Risk,3599493.0
CUST01219,29,50098,610,Salaried,118999,48,2,297,3,19760,1,1,1,1,3,Lost,100.0,Critical Risk,64879.0
CUST01220,26,59956,850,Salaried,286684,36,1,295,10,48614,0,1,2,3,6,At Risk,100.0,Critical Risk,535267.0
CUST01221,27,79240,662,Business,178204,48,0,267,21,40995,1,2,3,2,7,At Risk,80.6,Critical Risk,1035343.0
CUST01222,59,42664,832,Salaried,193167,48,1,333,1,72285,0,1,1,4,6,At Risk,100.0,Critical Risk,71405.0
CUST01223,52,44271,780,Salaried,87954,60,2,18,28,59587,0,4,4,4,12,Champions,66.3,High Risk,11173929.0
CUST01224,51,32685,576,Freelance,195074,36,1,124,12,5000,1,3,2,1,6,At Risk,100.0,Critical Risk,136449.0
